Transaction_ID,Customer_ID,Transaction_Date,Transaction_Amount,Country,Transaction_Type,Channel,Merchant_Category,Customer_Name,Customer_Age,Account_Type,Customer_Risk_Level,Previous_Transaction_Count,Large_Transaction_Flag,International_Transaction_Flag,High_Frequency_Flag,High_Risk_Customer_Flag,High_Value_Flag,Risk_Score,Risk_Category,Is_Suspicious
TXN0007810,CUST00955,2025-04-02 16:00:00,2232.0,Hong Kong,Online Payment,Online Banking,Electronics,Mohit Sharma,68,Savings,Medium,0,0,0,0,0,0,10,Low,No
TXN0006927,CUST01096,2025-04-02 19:00:00,2878.0,India,Card Payment,Branch,Travel,Isha Joshi,68,Savings,High,1,0,0,0,1,0,34,Medium,No
TXN0007444,CUST01415,2025-04-02 20:00:00,6116.0,Canada,International Transfer,Online Banking,Jewelry,Rohan Verma,56,Savings,Low,1,0,1,0,0,0,28,Low,No
TXN0004189,CUST00174,2025-04-02 21:00:00,5363.0,Canada,Bank Transfer,Online Banking,Travel,Sneha Gupta,69,Current,Medium,1,0,0,0,0,0,16,Low,No
TXN0005454,CUST00735,2025-04-02 22:00:00,3671.0,India,Card Payment,Mobile Banking,Electronics,Riya Chopra,64,Current,High,3,0,0,0,1,0,34,Medium,No
TXN0002467,CUST00449,2025-04-03 02:00:00,8122.0,Germany,Cash Withdrawal,Card,Real Estate,Aman Mehta,41,Savings,Low,2,0,0,0,0,0,10,Low,No
TXN0009657,CUST00213,2025-04-03 03:00:00,2877.0,India,International Transfer,Card,Travel,Pooja Singh,39,Current,Medium,1,0,1,0,0,0,31,Medium,No
TXN0000999,CUST00856,2025-04-03 03:00:00,10893.0,United Kingdom,Bank Transfer,ATM,Travel,Aman Saxena,49,Current,Low,3,0,0,0,0,0,15,Low,No
TXN0005361,CUST01258,2025-04-03 04:00:00,2472.0,India,Cash Withdrawal,Mobile Banking,Jewelry,Ananya Mehta,39,Savings,Low,2,0,0,0,0,0,8,Low,No
TXN0003931,CUST00658,2025-04-03 04:00:00,6954.0,Hong Kong,Card Payment,Online Banking,Retail,Aditya Patel,38,Current,Low,1,0,0,0,0,0,14,Low,No
TXN0004905,CUST00734,2025-04-03 07:00:00,5084.0,India,Online Payment,Card,Healthcare,Riya Mishra,55,Business,Low,0,0,0,0,0,0,12,Low,No
TXN0009200,CUST00805,2025-04-03 08:00:00,3510.0,United States,Card Payment,Branch,Healthcare,Yash Singh,45,Savings,Low,0,0,0,0,0,0,5,Low,No
TXN0003511,CUST00827,2025-04-03 09:00:00,1558.0,India,Bank Transfer,ATM,Retail,Pooja Verma,52,Savings,Low,1,0,0,0,0,0,12,Low,No
TXN0003227,CUST00585,2025-04-03 10:00:00,12333.0,India,Online Payment,Card,Financial Services,Sneha Joshi,39,Current,Medium,3,0,0,0,0,0,13,Low,No
TXN0005105,CUST00635,2025-04-03 10:00:00,7487.0,India,Card Payment,Mobile Banking,Financial Services,Rohan Verma,35,Savings,Low,1,0,0,0,0,0,13,Low,No
TXN0000157,CUST00567,2025-04-03 12:00:00,3920.0,United States,Cash Deposit,Mobile Banking,Healthcare,Karan Shah,29,Savings,Low,0,0,0,0,0,0,8,Low,No
TXN0001308,CUST01087,2025-04-03 16:00:00,8917.0,India,Online Payment,Mobile Banking,Financial Services,Isha Jain,24,Savings,Low,0,0,0,0,0,0,9,Low,No
TXN0000514,CUST00217,2025-04-03 16:00:00,3348.92,United States,Bank Transfer,ATM,Food,Rahul Bansal,65,Current,Medium,2,0,0,0,0,0,8,Low,No
TXN0005181,CUST01364,2025-04-03 20:00:00,3429.0,Australia,Online Payment,Mobile Banking,Retail,Nikhil Gupta,64,Savings,Low,0,0,0,0,0,0,10,Low,No
TXN0006475,CUST01388,2025-04-03 20:00:00,21520.0,Canada,Bank Transfer,ATM,Food,Pooja Soni,21,Savings,Low,3,0,0,0,0,0,9,Low,No
TXN0006977,CUST00971,2025-04-03 23:00:00,20721.0,India,Bank Transfer,Mobile Banking,Real Estate,Aarav Shah,54,Business,Medium,1,0,0,0,0,0,7,Low,No
TXN0005481,CUST00570,2025-04-04 01:00:00,11667.0,United States,Cash Withdrawal,Branch,Real Estate,Isha Agarwal,34,Business,Low,1,0,0,0,0,0,15,Low,No
TXN0002052,CUST00408,2025-04-04 01:00:00,3481.0,Germany,Card Payment,Card,Healthcare,Riya Mishra,25,Savings,High,1,0,0,0,1,0,27,Low,No
TXN0009339,CUST00489,2025-04-04 02:00:00,500.0,Germany,Bank Transfer,Mobile Banking,Financial Services,Varun Mehta,47,Business,Low,1,0,0,0,0,0,13,Low,No
TXN0006224,CUST00130,2025-04-04 04:00:00,7240.0,Australia,Cash Deposit,Card,Financial Services,Riya Patel,39,Current,Low,0,0,0,0,0,0,7,Low,No
TXN0002284,CUST00235,2025-04-04 07:00:00,4037.0,United Kingdom,Cash Withdrawal,ATM,Real Estate,Mohit Saxena,45,Savings,Medium,2,0,0,0,0,0,10,Low,No
TXN0009460,CUST00318,2025-04-04 09:00:00,605.0,India,Cash Deposit,Card,Travel,Rohan Kapoor,64,Savings,Low,2,0,0,0,0,0,9,Low,No
TXN0000281,CUST00137,2025-04-04 10:00:00,10327.0,India,Cash Withdrawal,Card,Food,Varun Soni,40,Savings,Low,0,0,0,0,0,0,14,Low,No
TXN0004602,CUST00804,2025-04-04 11:00:00,1566.0,India,Card Payment,Card,Real Estate,Ankit Verma,63,Business,Low,0,0,0,0,0,0,14,Low,No
TXN0007252,CUST01281,2025-04-04 14:00:00,5866.0,India,Card Payment,Branch,Electronics,Varun Agarwal,53,Business,High,2,0,0,0,1,0,35,Medium,No
TXN0004777,CUST00850,2025-04-04 17:00:00,111428.0,India,Cash Withdrawal,Mobile Banking,Travel,Karan Shah,42,Current,Low,3,0,0,0,0,0,13,Low,No
TXN0005372,CUST01395,2025-04-05 00:00:00,4632.0,France,Cash Deposit,ATM,Healthcare,Priya Joshi,68,Current,Low,2,0,0,0,0,0,9,Low,No
TXN0008502,CUST01496,2025-04-05 00:00:00,12614.0,India,Card Payment,Branch,Jewelry,Aditya Sharma,38,Current,Medium,1,0,0,0,0,0,13,Low,No
TXN0001708,CUST01204,2025-04-05 02:00:00,3497.65,India,Card Payment,Branch,Food,Isha Singh,59,Savings,Low,0,0,0,0,0,0,7,Low,No
TXN0008091,CUST01009,2025-04-05 02:00:00,7046.0,Australia,Card Payment,Mobile Banking,Food,Ankit Chopra,60,Savings,Low,2,0,0,0,0,0,5,Low,No
TXN0003903,CUST00001,2025-04-05 03:00:00,1227.0,Australia,International Transfer,Branch,Jewelry,Karan Patel,59,Savings,Medium,0,0,1,0,0,0,32,Medium,No
TXN0003555,CUST00177,2025-04-05 04:00:00,29758.0,Australia,International Transfer,Card,Real Estate,Rohit Patel,34,Current,Low,0,0,1,0,0,0,27,Low,No
TXN0007539,CUST00969,2025-04-05 05:00:00,3757.0,India,Cash Deposit,Card,Electronics,Rohan Singh,64,Savings,High,2,0,0,0,1,0,34,Medium,No
TXN0000934,CUST00567,2025-04-05 05:00:00,10949.0,Hong Kong,International Transfer,Branch,Food,Karan Shah,29,Savings,Low,1,0,1,0,0,0,27,Low,No
TXN0007332,CUST00328,2025-04-05 07:00:00,3486.0,India,Bank Transfer,Online Banking,Travel,Aditya Kumar,60,Savings,High,2,0,0,0,1,0,28,Low,No
TXN0002946,CUST00592,2025-04-05 12:00:00,7136.0,India,Bank Transfer,Online Banking,Electronics,Riya Agarwal,62,Savings,Medium,1,0,0,0,0,0,22,Low,No
TXN0000464,CUST00221,2025-04-05 12:00:00,12388.0,Hong Kong,International Transfer,Card,Food,Neha Sharma,39,Current,Low,0,0,1,0,0,0,20,Low,No
TXN0007197,CUST00656,2025-04-05 12:00:00,5692.0,India,Cash Deposit,Card,Real Estate,Arjun Rathi,49,Savings,Medium,2,0,0,0,0,0,14,Low,No
TXN0005843,CUST00694,2025-04-05 13:00:00,16048.0,India,International Transfer,Online Banking,Travel,Aditi Soni,49,Business,Low,2,0,1,0,0,0,19,Low,No
TXN0000049,CUST00658,2025-04-05 13:00:00,6782.0,India,Cash Deposit,ATM,Retail,Aditya Patel,38,Current,Low,2,0,0,0,0,0,15,Low,No
TXN0009902,CUST00266,2025-04-05 15:00:00,10974.0,United Arab Emirates,Card Payment,Card,Financial Services,Kavya Singh,22,Savings,Medium,1,0,0,0,0,0,11,Low,No
TXN0000566,CUST00303,2025-04-05 16:00:00,4139.0,India,Online Payment,Mobile Banking,Jewelry,Rohan Kumar,51,Savings,Medium,0,0,0,0,0,0,12,Low,No
TXN0002385,CUST00077,2025-04-05 17:00:00,3448.0,United Kingdom,Cash Deposit,Branch,Food,Pooja Chopra,31,Savings,Low,4,0,0,0,0,0,9,Low,No
TXN0003579,CUST00133,2025-04-05 18:00:00,9051.0,India,International Transfer,ATM,Healthcare,Rohan Agarwal,42,Savings,Low,3,0,1,0,0,0,29,Low,No
TXN0004834,CUST00274,2025-04-05 20:00:00,7935.0,India,Online Payment,Card,Jewelry,Rahul Gupta,34,Savings,Low,4,0,0,0,0,0,9,Low,No
TXN0000582,CUST01073,2025-04-05 20:00:00,554.85,France,Cash Deposit,Mobile Banking,Electronics,Nikhil Bansal,41,Current,Medium,0,0,0,0,0,0,13,Low,No
TXN0004099,CUST01301,2025-04-06 00:00:00,500.0,India,Bank Transfer,Card,Financial Services,Mohit Singh,22,Current,Medium,4,0,0,0,0,0,14,Low,No
TXN0005008,CUST01238,2025-04-06 00:00:00,500.0,India,International Transfer,Branch,Food,Vikram Saxena,34,Savings,Medium,0,0,1,0,0,0,26,Low,No
TXN0003541,CUST01145,2025-04-06 02:00:00,10514.0,United Arab Emirates,Cash Deposit,Online Banking,Travel,Aarav Chopra,58,Savings,High,0,0,0,0,1,0,33,Medium,No
TXN0004466,CUST00330,2025-04-06 03:00:00,4298.0,India,Online Payment,ATM,Travel,Rahul Rathi,68,Savings,Medium,0,0,0,0,0,0,2,Low,No
TXN0002393,CUST00791,2025-04-06 04:00:00,3102.0,India,Cash Deposit,Branch,Food,Nikhil Chopra,37,Savings,High,1,0,0,0,1,0,30,Medium,No
TXN0008839,CUST00966,2025-04-06 05:00:00,5722.0,Canada,Card Payment,Card,Jewelry,Vivaan Malhotra,46,Savings,Low,1,0,0,0,0,0,9,Low,No
TXN0009120,CUST00477,2025-04-06 05:00:00,7515.0,Germany,Card Payment,Branch,Healthcare,Sneha Gupta,68,Current,Medium,2,0,0,0,0,0,7,Low,No
TXN0003596,CUST01206,2025-04-06 05:00:00,3979.0,India,Cash Deposit,Card,Electronics,Kavya Kumar,54,Savings,Low,2,0,0,0,0,0,13,Low,No
TXN0002877,CUST01152,2025-04-06 07:00:00,3524.0,India,Bank Transfer,Online Banking,Healthcare,Mohit Rathi,50,Current,Low,1,0,0,0,0,0,15,Low,No
TXN0009848,CUST00203,2025-04-06 08:00:00,1083.0,United Kingdom,Card Payment,Card,Real Estate,Vivaan Jain,61,Savings,Low,2,0,0,0,0,0,8,Low,No
TXN0005653,CUST01136,2025-04-06 08:00:00,2282.0,United Arab Emirates,Cash Deposit,Mobile Banking,Travel,Vikram Joshi,58,Savings,High,1,0,0,0,1,0,25,Low,No
TXN0001976,CUST00480,2025-04-06 09:00:00,3229.0,Singapore,Online Payment,Online Banking,Food,Varun Chopra,52,Savings,Low,2,0,0,0,0,0,4,Low,No
TXN0007187,CUST00056,2025-04-06 11:00:00,6256.64,Australia,Online Payment,Mobile Banking,Jewelry,Aditya Kapoor,62,Savings,Medium,1,0,0,0,0,0,15,Low,No
TXN0008074,CUST00409,2025-04-06 11:00:00,1479.0,United Arab Emirates,Cash Withdrawal,Online Banking,Travel,Sneha Mishra,57,Current,High,0,0,0,0,1,0,27,Low,No
TXN0006835,CUST01309,2025-04-06 11:00:00,2055.0,United Kingdom,International Transfer,Branch,Healthcare,Ankit Jain,27,Savings,High,3,0,1,0,1,0,47,Medium,No
TXN0006012,CUST00567,2025-04-06 12:00:00,652.0,United Arab Emirates,Bank Transfer,Online Banking,Financial Services,Karan Shah,29,Savings,Low,2,0,0,0,0,0,11,Low,No
TXN0003714,CUST00277,2025-04-06 12:00:00,2241.0,India,Online Payment,Online Banking,Electronics,Yash Kapoor,59,Savings,High,2,0,0,0,1,0,34,Medium,No
TXN0004619,CUST00265,2025-04-06 13:00:00,2487.0,United Arab Emirates,Cash Deposit,Online Banking,Food,Yash Jain,59,Current,Low,3,0,0,0,0,0,18,Low,No
TXN0007216,CUST00564,2025-04-06 16:00:00,9403.0,India,Bank Transfer,Mobile Banking,Electronics,Ananya Chopra,22,Savings,Low,1,0,0,0,0,0,12,Low,No
TXN0003263,CUST00800,2025-04-06 16:00:00,1523.0,United States,Bank Transfer,Online Banking,Food,Vivaan Saxena,37,Business,Low,0,0,0,0,0,0,10,Low,No
TXN0001337,CUST00744,2025-04-06 16:00:00,7111.0,United Kingdom,Cash Withdrawal,Online Banking,Jewelry,Ananya Gupta,51,Savings,Low,1,0,0,0,0,0,11,Low,No
TXN0007770,CUST01077,2025-04-06 17:00:00,7983.0,Singapore,Cash Deposit,ATM,Electronics,Riya Yadav,39,Savings,High,0,0,0,0,1,0,31,Medium,No
TXN0007277,CUST00276,2025-04-06 23:00:00,4150.0,Hong Kong,Bank Transfer,Branch,Travel,Aman Soni,29,Current,Medium,2,0,0,0,0,0,16,Low,No
TXN0003350,CUST00691,2025-04-06 23:00:00,635.0,India,Online Payment,ATM,Electronics,Kavya Joshi,37,Savings,Low,0,0,0,0,0,0,11,Low,No
TXN0006958,CUST01357,2025-04-06 23:00:00,6422.0,India,Bank Transfer,Mobile Banking,Real Estate,Nikhil Soni,49,Business,Low,1,0,0,0,0,0,9,Low,No
TXN0005765,CUST00656,2025-04-07 00:00:00,46976.0,United States,Bank Transfer,Mobile Banking,Electronics,Arjun Rathi,49,Savings,Medium,3,0,0,0,0,0,8,Low,No
TXN0009560,CUST00654,2025-04-07 00:00:00,10085.0,India,Online Payment,Card,Travel,Riya Singh,51,Savings,Low,2,0,0,0,0,0,12,Low,No
TXN0004973,CUST00258,2025-04-07 02:00:00,500.0,United Kingdom,Card Payment,Card,Travel,Priya Saxena,60,Savings,Medium,1,0,0,0,0,0,11,Low,No
TXN0007114,CUST00953,2025-04-07 05:00:00,55398.0,United States,Cash Deposit,Online Banking,Financial Services,Rahul Patel,24,Current,Low,0,0,0,0,0,0,15,Low,No
TXN0004627,CUST00397,2025-04-07 07:00:00,5954.0,United States,Cash Withdrawal,Online Banking,Real Estate,Varun Verma,29,Savings,Low,1,0,0,0,0,0,16,Low,No
TXN0002699,CUST00938,2025-04-07 10:00:00,5228.0,India,International Transfer,Branch,Financial Services,Varun Joshi,65,Current,Low,1,0,1,0,0,0,15,Low,No
TXN0002954,CUST01159,2025-04-07 12:00:00,3610.99,India,Online Payment,Card,Healthcare,Karan Patel,67,Business,High,0,0,0,0,1,0,31,Medium,No
TXN0009163,CUST00227,2025-04-07 13:00:00,2888.0,United States,Online Payment,Branch,Retail,Riya Kapoor,68,Current,Medium,2,0,0,0,0,0,9,Low,No
TXN0001191,CUST00643,2025-04-07 13:00:00,6596.0,Hong Kong,Card Payment,Online Banking,Real Estate,Nikhil Saxena,32,Current,Low,0,0,0,0,0,0,3,Low,No
TXN0006640,CUST01412,2025-04-07 14:00:00,1615.0,Hong Kong,Bank Transfer,Online Banking,Retail,Karan Shah,39,Savings,Low,4,0,0,0,0,0,16,Low,No
TXN0004998,CUST01424,2025-04-07 16:00:00,12489.0,India,Bank Transfer,Card,Real Estate,Riya Rathi,58,Savings,Low,2,0,0,0,0,0,9,Low,No
TXN0000074,CUST00972,2025-04-07 17:00:00,11314.0,Germany,Card Payment,Online Banking,Food,Neha Mishra,37,Current,Low,1,0,0,0,0,0,10,Low,No
TXN0001134,CUST00052,2025-04-07 18:00:00,1866.0,India,Card Payment,Online Banking,Real Estate,Karan Malhotra,68,Current,Low,1,0,0,0,0,0,13,Low,No
TXN0004037,CUST00965,2025-04-07 18:00:00,10352.0,United Kingdom,Bank Transfer,ATM,Real Estate,Aditi Mishra,38,Savings,Low,1,0,0,0,0,0,8,Low,No
TXN0006355,CUST00656,2025-04-07 20:00:00,4590.0,United Arab Emirates,Bank Transfer,Card,Food,Arjun Rathi,49,Savings,Medium,4,0,0,0,0,0,16,Low,No
TXN0000095,CUST00608,2025-04-07 23:00:00,500.0,India,International Transfer,Mobile Banking,Financial Services,Arjun Soni,49,Savings,Low,1,0,1,0,0,0,30,Medium,No
TXN0002624,CUST01254,2025-04-08 00:00:00,6704.0,United Kingdom,Bank Transfer,Card,Food,Ananya Agarwal,60,Business,Low,0,0,0,0,0,0,13,Low,No
TXN0003320,CUST00322,2025-04-08 01:00:00,5836.0,United Arab Emirates,Card Payment,Card,Electronics,Ankit Mehta,23,Current,Low,1,0,0,0,0,0,5,Low,No
TXN0005993,CUST00833,2025-04-08 03:00:00,5891.03,India,Cash Deposit,Online Banking,Jewelry,Pooja Kumar,36,Business,High,0,0,0,0,1,0,30,Medium,No
TXN0006697,CUST01024,2025-04-08 05:00:00,6025.0,India,Online Payment,Online Banking,Retail,Ananya Shah,29,Savings,Low,1,0,0,0,0,0,9,Low,No
TXN0001796,CUST00277,2025-04-08 07:00:00,32663.0,India,Cash Withdrawal,ATM,Real Estate,Yash Kapoor,59,Savings,High,3,0,0,0,1,0,26,Low,No
TXN0009300,CUST00332,2025-04-08 07:00:00,2176.0,India,Online Payment,Branch,Healthcare,Nikhil Soni,56,Savings,Low,0,0,0,0,0,0,0,Low,No
TXN0005794,CUST00689,2025-04-08 09:00:00,9326.0,India,Online Payment,Mobile Banking,Food,Sneha Joshi,32,Savings,High,3,0,0,0,1,0,37,Medium,No
TXN0004670,CUST00924,2025-04-08 09:00:00,1203.0,India,Card Payment,Mobile Banking,Real Estate,Neha Yadav,42,Savings,Medium,3,0,0,0,0,0,14,Low,No
TXN0002049,CUST00803,2025-04-08 10:00:00,11906.0,India,Bank Transfer,Card,Food,Karan Bansal,49,Current,Low,1,0,0,0,0,0,12,Low,No
TXN0001231,CUST00754,2025-04-08 10:00:00,21043.45,United States,Online Payment,Mobile Banking,Electronics,Aditya Kumar,65,Savings,High,0,0,0,0,1,0,29,Low,No
TXN0004489,CUST00247,2025-04-08 12:00:00,5359.0,India,Card Payment,ATM,Food,Nikhil Singh,38,Savings,High,1,0,0,0,1,0,35,Medium,No
TXN0005048,CUST00375,2025-04-08 13:00:00,531.0,India,Card Payment,Online Banking,Retail,Neha Shah,31,Current,Low,1,0,0,0,0,0,5,Low,No
TXN0004084,CUST01112,2025-04-08 15:00:00,3430.0,United Arab Emirates,Bank Transfer,Mobile Banking,Retail,Mohit Agarwal,47,Current,Medium,3,0,0,0,0,0,1,Low,No
TXN0005958,CUST01132,2025-04-08 15:00:00,2424.0,India,Bank Transfer,Online Banking,Real Estate,Pooja Agarwal,30,Savings,Low,0,0,0,0,0,0,8,Low,No
TXN0007643,CUST00462,2025-04-08 16:00:00,616.0,Canada,Bank Transfer,Online Banking,Electronics,Yash Sharma,32,Savings,Low,1,0,0,0,0,0,15,Low,No
TXN0003726,CUST01044,2025-04-08 19:00:00,1173.0,India,Bank Transfer,Mobile Banking,Jewelry,Yash Rathi,37,Savings,Low,1,0,0,0,0,0,5,Low,No
TXN0003632,CUST01269,2025-04-08 19:00:00,1530.0,India,International Transfer,Mobile Banking,Food,Aditi Malhotra,22,Business,High,0,0,1,0,1,0,47,Medium,No
TXN0008170,CUST01376,2025-04-08 20:00:00,5932.0,India,Online Payment,Mobile Banking,Healthcare,Mohit Patel,47,Savings,Medium,1,0,0,0,0,0,17,Low,No
TXN0003199,CUST00484,2025-04-09 02:00:00,14306.0,India,Cash Withdrawal,Mobile Banking,Healthcare,Vikram Agarwal,31,Business,Medium,1,0,0,0,0,0,8,Low,No
TXN0007760,CUST00650,2025-04-09 03:00:00,11369.0,Singapore,Bank Transfer,Mobile Banking,Food,Arjun Shah,61,Current,Medium,2,0,0,0,0,0,10,Low,No
TXN0000258,CUST00963,2025-04-09 03:00:00,3501.0,United States,Card Payment,Card,Financial Services,Yash Kumar,43,Savings,Medium,2,0,0,0,0,0,9,Low,No
TXN0004226,CUST00522,2025-04-09 04:00:00,4148.0,Australia,Card Payment,Card,Travel,Mohit Saxena,42,Current,Low,0,0,0,0,0,0,3,Low,No
TXN0006020,CUST00438,2025-04-09 05:00:00,1837.0,France,Card Payment,Card,Financial Services,Rohan Singh,31,Business,Low,1,0,0,0,0,0,5,Low,No
TXN0009278,CUST00315,2025-04-09 06:00:00,672.0,Singapore,Card Payment,Online Banking,Financial Services,Priya Chopra,29,Current,Medium,1,0,0,0,0,0,18,Low,No
TXN0000513,CUST01359,2025-04-09 10:00:00,8150.0,India,Bank Transfer,Online Banking,Retail,Aman Shah,58,Savings,Medium,1,0,0,0,0,0,11,Low,No
TXN0005916,CUST00652,2025-04-09 11:00:00,4131.0,India,Cash Deposit,ATM,Healthcare,Aditya Verma,69,Savings,Low,2,0,0,0,0,0,13,Low,No
TXN0004301,CUST00006,2025-04-09 13:00:00,4691.0,India,Cash Deposit,Mobile Banking,Healthcare,Vikram Gupta,28,Current,Low,0,0,0,0,0,0,12,Low,No
TXN0009039,CUST01356,2025-04-09 13:00:00,1877.0,United Kingdom,Cash Deposit,Online Banking,Food,Simran Patel,47,Savings,Medium,3,0,0,0,0,0,8,Low,No
TXN0004556,CUST01047,2025-04-09 14:00:00,500.0,Hong Kong,Online Payment,Online Banking,Electronics,Yash Mehta,49,Current,Low,0,0,0,0,0,0,12,Low,No
TXN0009151,CUST00134,2025-04-09 14:00:00,4369.0,United States,Cash Withdrawal,Branch,Financial Services,Pooja Gupta,60,Savings,Medium,2,0,0,0,0,0,10,Low,No
TXN0000973,CUST01107,2025-04-09 15:00:00,32117.0,India,Cash Withdrawal,Mobile Banking,Financial Services,Vikram Sharma,57,Savings,Low,1,0,0,0,0,0,12,Low,No
TXN0004735,CUST00112,2025-04-09 16:00:00,169780.0,India,Bank Transfer,Card,Travel,Pooja Joshi,24,Current,Low,1,0,0,0,0,0,7,Low,No
TXN0004519,CUST00562,2025-04-09 16:00:00,6328.0,India,Online Payment,Branch,Real Estate,Pooja Kumar,56,Business,Low,4,0,0,0,0,0,7,Low,No
TXN0005041,CUST00411,2025-04-09 17:00:00,1658.0,United States,Bank Transfer,Online Banking,Real Estate,Rohit Mishra,69,Savings,Low,1,0,0,0,0,0,15,Low,No
TXN0008480,CUST00977,2025-04-09 19:00:00,6675.0,Hong Kong,Bank Transfer,Card,Healthcare,Simran Joshi,54,Savings,Low,0,0,0,0,0,0,4,Low,No
TXN0005977,CUST00956,2025-04-09 20:00:00,4706.0,India,Bank Transfer,Mobile Banking,Food,Simran Patel,46,Current,Low,2,0,0,0,0,0,8,Low,No
TXN0002662,CUST00637,2025-04-09 20:00:00,3019.0,India,Bank Transfer,Mobile Banking,Travel,Simran Kumar,50,Business,Medium,1,0,0,0,0,0,8,Low,No
TXN0002239,CUST00258,2025-04-09 21:00:00,1816.0,France,Cash Withdrawal,Mobile Banking,Financial Services,Priya Saxena,60,Savings,Medium,2,0,0,0,0,0,12,Low,No
TXN0000565,CUST01270,2025-04-09 22:00:00,15636.0,India,Cash Deposit,Mobile Banking,Electronics,Simran Agarwal,42,Savings,Low,4,0,0,0,0,0,16,Low,No
TXN0004288,CUST00530,2025-04-10 01:00:00,2822.0,India,Online Payment,Branch,Retail,Sneha Rathi,36,Current,Low,2,0,0,0,0,0,10,Low,No
TXN0001672,CUST01247,2025-04-10 01:00:00,6712.0,India,Online Payment,Online Banking,Travel,Yash Yadav,60,Savings,Low,1,0,0,0,0,0,4,Low,No
TXN0007626,CUST00991,2025-04-10 01:00:00,7720.0,India,International Transfer,Card,Jewelry,Sneha Chopra,40,Current,Low,1,0,1,0,0,0,19,Low,No
TXN0008589,CUST00806,2025-04-10 03:00:00,7581.0,India,International Transfer,Card,Electronics,Isha Mehta,56,Savings,High,5,0,1,0,1,0,47,Medium,No
TXN0008901,CUST00354,2025-04-10 03:00:00,4465.0,India,International Transfer,Card,Financial Services,Arjun Sharma,51,Business,Medium,3,0,1,0,0,0,20,Low,No
TXN0007867,CUST00693,2025-04-10 06:00:00,16772.0,United States,Online Payment,ATM,Healthcare,Priya Agarwal,46,Current,Low,1,0,0,0,0,0,14,Low,No
TXN0002552,CUST00328,2025-04-10 07:00:00,2189.0,United Kingdom,Card Payment,Card,Retail,Aditya Kumar,60,Savings,High,3,0,0,0,1,0,31,Medium,No
TXN0000387,CUST00751,2025-04-10 08:00:00,6891.0,Singapore,Online Payment,Online Banking,Electronics,Nikhil Gupta,42,Savings,Low,2,0,0,0,0,0,15,Low,No
TXN0007357,CUST00024,2025-04-10 11:00:00,11975.0,France,Bank Transfer,Mobile Banking,Retail,Pooja Rathi,33,Current,Low,0,0,0,0,0,0,14,Low,No
TXN0005252,CUST00689,2025-04-10 13:00:00,24073.0,France,Card Payment,Mobile Banking,Travel,Sneha Joshi,32,Savings,High,4,0,0,0,1,0,31,Medium,No
TXN0002275,CUST01038,2025-04-10 13:00:00,2502.0,Canada,International Transfer,Branch,Jewelry,Aman Jain,55,Current,Low,0,0,1,0,0,0,25,Low,No
TXN0008150,CUST01419,2025-04-10 14:00:00,10510.0,Australia,Online Payment,Online Banking,Travel,Simran Verma,62,Current,Low,2,0,0,0,0,0,11,Low,No
TXN0005577,CUST01480,2025-04-10 15:00:00,11546.0,United Arab Emirates,Cash Deposit,Online Banking,Healthcare,Neha Kapoor,47,Current,Low,1,0,0,0,0,0,13,Low,No
TXN0009332,CUST00908,2025-04-10 18:00:00,6477.0,United Arab Emirates,Card Payment,Mobile Banking,Jewelry,Aditya Bansal,69,Savings,Low,2,0,0,0,0,0,8,Low,No
TXN0005816,CUST01249,2025-04-10 19:00:00,1507.0,India,Card Payment,Mobile Banking,Food,Neha Chopra,21,Savings,Low,0,0,0,0,0,0,7,Low,No
TXN0004589,CUST00412,2025-04-10 21:00:00,6357.0,India,Bank Transfer,Card,Financial Services,Riya Yadav,33,Savings,Medium,1,0,0,0,0,0,6,Low,No
TXN0002244,CUST00065,2025-04-10 21:00:00,9009.0,India,Bank Transfer,Online Banking,Healthcare,Nikhil Saxena,39,Savings,High,1,0,0,0,1,0,33,Medium,No
TXN0007887,CUST00126,2025-04-10 22:00:00,9301.0,India,Online Payment,Branch,Travel,Ankit Gupta,66,Savings,Low,1,0,0,0,0,0,6,Low,No
TXN0004877,CUST01465,2025-04-10 22:00:00,1237.0,India,Card Payment,Card,Jewelry,Varun Yadav,36,Current,High,3,0,0,0,1,0,32,Medium,No
TXN0001285,CUST00952,2025-04-10 23:00:00,1804.0,Canada,International Transfer,Online Banking,Jewelry,Ankit Sharma,36,Savings,Low,0,0,1,0,0,0,22,Low,No
TXN0004081,CUST00239,2025-04-11 00:00:00,819.0,India,Cash Deposit,Card,Healthcare,Sneha Shah,50,Current,Low,2,0,0,0,0,0,11,Low,No
TXN0001035,CUST00355,2025-04-11 01:00:00,10292.0,United States,Bank Transfer,Mobile Banking,Healthcare,Ananya Agarwal,47,Savings,Medium,0,0,0,0,0,0,8,Low,No
TXN0006050,CUST00042,2025-04-11 01:00:00,3102.0,United Arab Emirates,Bank Transfer,Online Banking,Financial Services,Rohit Sharma,40,Savings,Low,2,0,0,0,0,0,9,Low,No
TXN0001487,CUST00426,2025-04-11 02:00:00,1461.0,Australia,Bank Transfer,Card,Food,Nikhil Gupta,41,Current,Low,2,0,0,0,0,0,18,Low,No
TXN0005190,CUST01301,2025-04-11 06:00:00,1823.0,India,Bank Transfer,Online Banking,Real Estate,Mohit Singh,22,Current,Medium,5,0,0,0,0,0,8,Low,No
